name,state,description,website,donation_url,logo_url,issues
Hispanic Federation - Florida,FL,The Hispanic Federation organizes Puerto Rican and Latinx communities by providing direct services support and civic engagement training to many small Latinx organizations across Central Florida. They organized voter registration efforts for the first time in 2018.,https://hispanicfederation.org/,https://secure.actblue.com/donate/mvp-hispanic-federation?refcode=crush2020,https://wp.movement.vote/wp-content/uploads/hispanic-federation-logo.jpg,"Climate / Environment, Economic Justice, Education, Healthcare, Immigrant Rights, Voting Rights"
Hope CommUnity Center,FL,"The Hope CommUnity Center is a deeply-rooted interfaith space that has spent 40 years dedicated to the empowerment of Central Florida’s immigrant, farmworker, Latinx, and working poor communities of all ages. It fulfills its mission through innovative community-centered programs, with a focus on political education and advocacy. In addition to mobilizing for immigrant justice, they help new Americans in the civic engagement process by supporting naturalization, civic education, and voter registration.",https://www.hcc-offm.org/,,https://wp.movement.vote/wp-content/uploads/hope-commUnity-center-logo.png,"Immigrant Rights, Racial Justice"
Mi Familia Vota - Florida,FL,"Mi Familia Vota is a civic engagement organization and champion of civil rights building Latino political power, uniting Latinos, immigrants, and allies to promote social and economic justice through citizenship workshops, voter registration, and voter participation. They led organizing to pass the Trust Act in the city of Orlando and their key issues include immigrant rights, voting rights, environment, workers rights, healthcare, and education. In this election cycle, Mi Familia Vota is focused on registering and mobilizing new and young voters to the polls.",https://www.mifamiliavota.org/where-we-are/florida/,https://secure.actblue.com/donate/mvp-mi-familia-vota?refcode=crush2020,https://wp.movement.vote/wp-content/uploads/MiFamiliaVota_logo-250x250.jpg,"Climate / Environment, Economic Justice, Immigrant Rights, Voting Rights"
Muslim Women's Organization,FL,"Muslim Women’s Organization (MWO) is an Orlando faith based group of women that stand for inclusivity, compassion and collaboration. Their programs provide women opportunities to develop their leadership abilities, navigate domestic violence, as well as fellowship for their shared faith. They work with other organizations to respond to member needs. MWO respects the diversity among its members and promotes universal human rights and equity for all.",http://www.mwo-orlando.org/,,https://wp.movement.vote/wp-content/uploads/MWO.png,"Climate / Environment, Economic Justice, Education, Healthcare, Immigrant Rights, LGBTQ, Racial Justice, Religious Freedom, Reproductive Justice, Voting Rights"
New Florida Majority,FL,"New Florida Majority is a powerful multiracial organization with a statewide presence working on shifting Florida into becoming a more progressive state. They are increasing the voting power of Florida’s low-income Black, Afro-Caribbean, Latino, and LGBTQ communities by grassroots training to help community members become local become leaders, mobilizing communities to vote, educating the public on political issues, and inspiring Floridians to take action toward their dreams. They are building a powerful new vision for Florida’s new majority.",https://newfloridamajority.org/,https://secure.actblue.com/donate/mvp-nfm?refcode=crush2020,https://wp.movement.vote/wp-content/uploads/NewFloridaMajority-logo-250x250.jpg,"Climate / Environment, Economic Justice, End Mass Criminalization, Immigrant Rights, Racial Justice, Voting Rights"
Organize Florida,FL,"Organize Florida leads extensive civic engagement efforts across Central Florida. As a dynamic, multiracial organization, they combine grassroots base-building with electoral work to advance issues around economic, racial, and gender justice. Their campaigns include organizing around affordable housing, climate change, and ending mass incarceration.",https://orgfl.org/,https://secure.actblue.com/donate/mvp-organize-florida?refcode=crush2020,https://wp.movement.vote/wp-content/uploads/OrganizeFlorida-logo-250x250.jpg,"Climate / Environment, Economic Justice, End Mass Criminalization, Racial Justice, Reproductive Justice, Voting Rights"
Power U Center for Social Change,FL,"Power U organizes and develops the leadership of Black and Brown youth and women in South Florida. From organizing the Movement for Black Lives Townhall alongside Dream Defenders to engaging young voters by launching civic engagement programs, they are strengthening community power to end school pushout and gun violence while building a culture of restorative justice. They register and educate youth in schools, campuses, and community events. Alongside the Advancement Project, they have developed resources to help transform public schools and fight the school-to-prison pipeline in Miami-Dade County.",https://poweru.org/,https://secure.actblue.com/donate/mvp-power-u?refcode=crush2020,https://wp.movement.vote/wp-content/uploads/power-u-logo-250x250.jpg,"End Mass Criminalization, LGBTQ, Racial Justice, Reproductive Justice"
Progress Florida,FL,"Progress Florida is a statewide organization that provides communication support, including online organizing, media outreach, and networking for progressive organizations in the state, with a particular focus on environmental issues and reproductive justice. As advocates for progressive policies, Progress Florida holds elected officials accountable through civic participation and community empowerment. It provides voter education through its “People First” legislative scorecard, which lets voters see how their legislators have voted in the past.",https://www.progressflorida.org/,,https://wp.movement.vote/wp-content/uploads/ProgressiveFlorida_logo-250x250.jpg,"Climate / Environment, Economic Justice, Healthcare, Reproductive Justice"
QLatinx,FL,"QLatinx was founded in the wake of the Pulse nightclub shooting to bring together the LGBTQ+ Latinx community directly impacted by the tragedy to build a supportive infrastructure, address inequity, and promote inclusionary practices for local leadership and agencies. They work primarily in Orange County and are looking to build upon past work to foster relationships between the LGBTQ+ Latinx communities, promote healing, and build coalitions.",https://www.qlatinx.org/,,https://wp.movement.vote/wp-content/uploads/qlatinx-logo-250x250.jpg,"Immigrant Rights, LGBTQ, Racial Justice"
Statewide Alignment Group (SWAG),FL,"The Statewide Alignment Group is an influential coalition of 7 organizations with a major presence around the state — New Florida Majority, Florida Immigrant Coalition, Faith in Florida, Organize Florida, Dream Defenders, Jobs with Justice, and the Service Employees International Union — to plan and execute across constituencies and geographies to have a broader long term impact through organizing and nonpartisan electoral work grounded in a vision of shifting economic and governing power toward racial and gender equity. With a focus on building toward making Florida truly progressive state, it allows for increased cooperation between organizations, increasing leadership development, communications, and lobbying capacity and organizing strategies around issue campaigns to reverse mass incarceration, build community wealth, and expand democracy.",,,,"End Mass Criminalization, Immigrant Rights, Racial Justice, Voting Rights"
United We Dream - Florida,FL,"United We Dream – Florida is the state chapter of the largest immigrant youth-led organization in the country. They organize and advocate for the dignity and fair treatment of immigrant youth and families, regardless of immigration status. UWD is at the forefront of efforts to stop the deportations of undocumented youth and their parents. In 2018, they convened 1,500 young people from around the country in Miami in advance of the 2018 election. They’ve worked on GOTV efforts focused on Congressional races in Miami and organized weekly “circle of protection” mobilizations to bear witness at ICE deportation proceedings in Broward county.",https://unitedwedream.org,https://secure.actblue.com/donate/mvp-united-we-dream?refcode=crush2020,https://wp.movement.vote/wp-content/uploads/UnitedWeDream_logo-250x250.jpg,"Immigrant Rights, Racial Justice"
Access Reproductive Care- SouthEast (ARC-Southeast),GA,"ARC-Southeast supports southerners and their families access safe, compassionate, and affordable reproductive care by providing financial and logistical support and building power with communities though advocacy, education, and leadership development. In Georgia, ARC-Southeast conducts volunteer trainings to support communities on the ground gain access to abortion and creates spaces to protect reproductive justice for communities of color, trans people, and directly impacted individuals.",https://www.arc-southeast.org/about-arc,,https://wp.movement.vote/wp-content/uploads/ARC-Southeast-logo-250x250.jpg,"Healthcare, Reproductive Justice"
Asian Americans Advancing Justice - Georgia,GA,"The nation’s largest legal and civil rights organization for Asian Americans, Native Hawaiians, and Pacific Islanders working in Atlanta to empower, educate, and mobilize thousands of voters to the ballot box through robust voter engagement programs. They work to elevate underrepresented Asian American voices.",https://advancingjustice-atlanta.org/,,https://wp.movement.vote/wp-content/uploads/AsianAmericansAdvancingJusticeATL_logo-250x250.jpg,
Black Voters Matter - Georgia,GA,"Black Voters Matter and Black Voters Matter Fund were founded in Georgia’s black belt where they helped flip a local state legislature race, breaking Georgia’s GOP supermajority. In a recent election, they supported dozens of local partners in 25 counties of Georgia’s rural black belt – filling a unique gap – with a historic black woman candidate at the top of the ticket.",https://www.blackvotersmatterfund.org,https://secure.actblue.com/donate/black-voters-matter-fund-inc-1?refcode=crush2020,https://wp.movement.vote/wp-content/uploads/BlackVotersMatter-logo-250x250.png,"Economic Justice, Racial Justice, Voting Rights"
Georgia Latino Alliance for Human Rights (GLAHR),GA,"It is a community-based organization that educates, organizes, and empowers Latinos in Georgia to defend and advance their civil and human rights. It develops statewide grassroots leadership in Latino immigrant communities and, over the past 10 years, has established a powerful network of informed and engaged community members through base-building strategies. It is leading an energized statewide voter education.",http://www.glahr.org,,https://wp.movement.vote/wp-content/uploads/GLAHR_logo-250x250.jpg,
Georgia Muslim Voter Project (GA MVP),GA,Founded in response to the growing anti-Muslim rhetoric that was prevalent in mainstream politics and the low rates of civic engagement in the Muslim community. It is a nonpartisan voter education and engagement organization that seeks to activate Muslim voters in order to elevate their voices. It’s defending voters from suppression and it asked the court to allow absentee ballot voters due process if their absentee ballots have been rejected by election officials.,https://gamvp.org,,https://wp.movement.vote/wp-content/uploads/GeorgiaMuslimVoterProject_logo-250x250.jpg,
Georgia Shift,GA,"Georgia Shift gives marginalized young people a seat at the table of democracy through civic media, hands-on education, and action opportunities. They envision a Georgia where marginalized young people are the fundamental driver of political impact and public policy at every level of government in an unbridled democracy.",https://georgiashift.com/,https://secure.actblue.com/donate/mvmt-ga-georgia-shift-c3?refcode=crush2020,https://wp.movement.vote/wp-content/uploads/GeorgiaShift_logo-250x250.jpg,"Economic Justice, End Mass Criminalization, Racial Justice"
Georgia Stand Up,GA,"Georgia STAND-UP is an affiliate of the Strategic Alliance for New Directions and Unified Policies (STAND-UP). Made up of leaders representing faith, community, academic, labor, and business organizations, Georgia STAND-UP organizes and educates communities throughout the southwest to impact progressive public policy.",https://georgiastandup.org ,https://secure.actblue.com/donate/georgia-stand-up-1?refcode=crush2020,https://wp.movement.vote/wp-content/uploads/GeorgiaStandUp_logo-250x250.jpg,"Economic Justice, Racial Justice, Voting Rights"
New Georgia Project and Action Fund,GA,"Ambitious effort working to transform the state’s political landscape. NGP has registered thousands and is conducting citizen academies to get more people educated on how elections and public policy processes work. In addition to more traditional outreach, they’ve also worked to improve election administration and protection and tested the impact of “parties at the polls” on turnout.",http://newgeorgiaproject.org,https://secure.actblue.com/donate/mvmt-ga-new-georgia-project-action-c4?refcode=crush2020,https://wp.movement.vote/wp-content/uploads/TheNewGeorgiaProject-logo-250x250.jpg,"Economic Justice, End Mass Criminalization, Racial Justice, Voting Rights"
ProGeorgia,GA,"A non-profit civic engagement table working to improve Georgia to be a state that cares for its citizens and natural resources. It unites more than 30 diverse nonprofit groups to work strategically with new tools and tech to organize around issues, change policies in the state and increase voter turnout of underrepresented and socially responsible voters. Its supporting connecting and coordinating civic participation efforts of member groups.",http://progeorgia.org/,,https://wp.movement.vote/wp-content/uploads/ProGeorgia-logo-250x250.jpg,Voting Rights
Spark Reproductive Justice Now,GA,"Spark RJ Now organizes for reproductive rights and gender justice through a racial and economic justice lens. They have a strong youth leadership development program with an emphasis on empowering LGBTQ youth of color to develop their own media resources, and conduct civic engagement activities.",http://www.sparkrj.org/,,https://wp.movement.vote/wp-content/uploads/Spark-logo-250x250.jpg,"LGBTQ, Racial Justice, Reproductive Justice"
Women Engaged,GA,"WOMEN ENGAGED is a social justice nonprofit that takes an innovative, hands-on learning approach to advancing women’s human rights, youth empowerment and civic engagement efforts in Georgia. Using a human rights framework, Women Engaged develops policy recommendations, conducts research and organizing initiatives paired with, leadership development, savvy communications outreach strategies and civic engagement opportunities for women and youth of color.",http://www.womenengaged.org/,https://secure.actblue.com/donate/we_ga?refcode=crush2020,https://wp.movement.vote/wp-content/uploads/WomenEngaged-logo-250x250.jpg,"Healthcare, LGBTQ, Racial Justice, Religious Freedom, Reproductive Justice, Voting Rights"
Faith Action for Community Equity (FACE),HI,"The major community organization in Hawaii, member of the PICO National Network. It is a unique grassroots interfaith nonprofit driven by a spiritual commitment to improving the quality of life of members and all people of Hawaii. It addresses the root causes of social justice challenges. The community members represent a large constituency diverse in race, ethnicity, religious affiliation, class, and neighborhoods. It prioritizes accountability, leadership development, and more. They’ve had significant local and statewide organizing victories in housing, immigration reform, healthcare, jobs, and public safety including six affordable housing bills signed by the Governor.",http://facehawaii.org/,,https://wp.movement.vote/wp-content/uploads/FaithActionforCommunityEquity-logo-250x250.jpg,"Economic Justice, Healthcare, Immigrant Rights, Racial Justice"
Reclaim Idaho,ID,"A grassroots movement designed to restore balance to the state legislature by electing candidates who believe in strengthening public schools, protecting public lands, and extending health care to working families.",https://www.reclaimidaho.org/,,https://wp.movement.vote/wp-content/uploads/ReclaimIdaho_logo-250x250.jpg,"Economic Justice, Education, Healthcare"
Action Now,IL,"A major grassroots community organization focused in predominantly African-American wards on Chicago’s South and West sides (Englewood and North Lawndale). Action Now is a CPD affiliate that has a strong leadership development program and a track record of hitting the streets to do major issue mobilization, voter registration, and GOTV.",https://actionnowchi.org/,https://secure.actblue.com/contribute/page/mvmt-il-action-now-c4?refcode=crush2020,https://wp.movement.vote/wp-content/uploads/ActionNow-logo-250x250.jpg,"Economic Justice, Racial Justice"
Black Roots Alliance,IL,"The BlackRoots Alliance (BA) is a coalition of three Black-led organizations that works to build policial, social, and economic power. Their work to increase voter contacts has let to deep conversations with voters; and identified 25,166 voters who wanted to work on criminal justice/police reform, universal childcare, or jobs for marginalized Black workers",http://blackrootsalliance.org,,https://wp.movement.vote/wp-content/uploads/BlackRootsAlliance-logo-250x250.jpg,"Economic Justice, Racial Justice"
Chicago Votes / Education Fund,IL,"A strong youth-driven organization and Alliance for Youth Action affiliate, Chicago Votes has registered over 20,000 voters, distributed 100,000 voter guides connecting living wage and police accountability to local races, advanced statewide democracy reforms including Online and Election Day Voter Registration, and elevated the voices of black and brown youth in the local civic arena.",http://chicagovotes.com/,https://secure.actblue.com/contribute/page/mvmt-il-chicago-votes-c4?refcode=crush2020,https://wp.movement.vote/wp-content/uploads/ChicagoVotes-logo-250x250.jpg,
Grassroots Collaborative / Grassroots Illinois Action,IL,"Grassroots Collaborative is made up of 11 community and labor organizations in Chicago who organize with a focus on economic and racial justice. Current campaigns include solving the Illinois budget crisis through a progressive tax system, and financial reform that prioritizes working people over Wall Street. Grassroots Illinois Action builds the political power of working families and residents of color through issue education, voter engagement, candidate training and voter mobilization to elect progressive candidates.  GIA holds elected officials accountable through direct action and the Take Back Chicago online platform.",http://www.thegrassrootscollaborative.org,https://secure.actblue.com/contribute/page/mvmt-il-grassroots-illinois-action-c4?refcode=crush2020,https://wp.movement.vote/wp-content/uploads/GrassrootsCollaboration-logo-250x250.jpg,Economic Justice
Illinois Citizen Action / Public Action Foundation,IL,"The state’s largest public interest organization and a People’s Action affiliate, covering a range of issues including consumer protection, healthcare, environment, voting rights, and economic justice. They combine this policy work with voter registration and GOTV, along with endorsements through their PAC, Progressive Action Project.",http://www.citizenaction-il.org,https://secure.actblue.com/contribute/page/mvmt-il-illinois-citizen-action-c4?refcode=crush2020,https://wp.movement.vote/wp-content/uploads/IllinoisCitizenAction-logo-250x250.jpg,Economic Justice
Illinois Coalition for Immigrant and Refugee Rights,IL,"ICIRR is a powerhouse that created the national model for immigrant voter engagement. They have a strong staff that organizes on critical immigrant rights issues and provides immigration services and voter registration year-round. They will be turning out new immigrant voters in 2016, with a focus on suburban swing areas including the 10th Congressional District.",http://icirr.org,,https://wp.movement.vote/wp-content/uploads/IllinoisCoalitionforImmigrantandRefugeeRights-logo-250x250.jpg,Immigrant Rights
Jane Addams Seniors in Action,IL,"JASIA unites the power of seniors and their allies in an active grassroots organization, which works to build racial, social, and economic justice. Its activities include community organizing, coalition building, issue campaigns, referenda efforts, educating voters, direct lobbying, and candidate electoral endorsements. This electoral season, JASIA seniors will be out in the streets door knocking and canvassing, and phone banking talking to seniors across Illinois, to promote senior values and senior issues of universal health care or Medicare for All, affordable housing, and living and aging with dignity and security.",https://seniorinaction.org,,https://wp.movement.vote/wp-content/uploads/Jane-250x250.jpg,"Economic Justice, Healthcare, Racial Justice"
One Northside,IL,"This People’s Action affiliate on the north side of Chicago organizes across constituencies for economic justice, healthcare, and education. They have a leadership development program that includes a youth group, and have executed significant turnout programs in their turf.",http://www.onenorthside.org,,https://wp.movement.vote/wp-content/uploads/OneNorthside-logo-250x250.jpg,"Economic Justice, Racial Justice"
ONE People's Campaign,IL,"ONE People’s Campaign is an independent organization committed to building a society in which communities thrive, all voices are heard, every person lives with joy and dignity, and government serves the interests of its people and the planet. They are committed to winning racial, gender and economic justice through year-round community engagement, advancing progressive policies, mobilizing voters to engage in electoral politics, and strategizing together between Chicago, Central and Southern Illinois.",https://www.onepeoplescampaign.org/,,https://wp.movement.vote/wp-content/uploads/One.jpg,"Climate / Environment, Economic Justice, End Mass Criminalization, Immigrant Rights, LGBTQ, Racial Justice"
Southsiders Organized for Unity & Liberation (SOUL),IL,SOUL is a strong faith and community-based organization on Chicago’s south side and suburbs fighting on issues of racial and economic injustice. They launched a campaign to bring about criminal justice reforms in Cook County and helped make it a key electoral issue in recent elections. They are a People’s Action affiliate and member of IIRON.,http://www.soulinchicago.org,,https://wp.movement.vote/wp-content/uploads/SOUL-logo-250x250.jpg,"Economic Justice, Racial Justice"
The People's Lobby,IL,"A diverse, membership-driven organization in the greater Chicago area, The People’s Lobby is building a down ballot revolution of progressive grassroots candidates to fight against austerity budgets and mass incarceration and for good jobs, a clean environment and fair elections. They teamed with National Nurses United to start the Reclaim Chicago PAC, which fielded 2200 volunteer shifts to help win 10 competitive Alderman races and provided over 5000 volunteer field hours for progressives running for States Attorney and state legislature. They are an affiliate of People’s Action.",http://www.thepeopleslobbyusa.org/,https://secure.actblue.com/contribute/page/mvmt-il-peoples-lobby-c4?refcode=crush2020,https://wp.movement.vote/wp-content/uploads/ThePeoplesLobby-logo-250x250.jpg,"Climate / Environment, Economic Justice, Racial Justice, Voting Rights"
United Working Families,IL,"Inspired by the Working Families Organization model, UWF is a new “Independent Political Organization” in Illinois with major support from Chicago Teachers Union and SEIU, Action Now, and the Grassroots Collaborative. They are combining direct action and corporate accountability with hard-hitting vote work.",http://www.unitedworkingfamilies.org,https://secure.actblue.com/contribute/page/mvmt-il-united-working-families-pac?refcode=crush2020,https://wp.movement.vote/wp-content/uploads/UnitedWrokingFamilies-logo-250x250.jpg,"Economic Justice, Racial Justice"
Workers Center for Racial Justice,IL,"WCRJ is a grassroots organization fighting for Black Liberation and for a fair and inclusive society that benefits all people. We organize marginalized Black workers and their families to address the root causes of the high rates of unemployment, low-wage work and over-criminalization plaguing Black communities. To do this, we focus on direct action organizing, policy advocacy, leadership development and voter engagement at the municipal and state levels, with the objective of building a caring economy and society that allow Black people to reach their full human potential.",http://www.center4racialjustice.org,https://secure.actblue.com/donate/workers-center-for-racial-justice-1?refcode=crush2020,https://wp.movement.vote/wp-content/uploads/WorkersCenterforRacialJustice-logo-250x250.jpg,"Economic Justice, End Mass Criminalization, Racial Justice, Voting Rights"
Faith in Indiana / ACT Indiana,IN,"Formerly known as IndyCAN! it is a newer Faith In Action-affiliate doing unprecedented multi-racial organizing and coalition-building in Indianapolis. They defeated the outgoing Mayor’s proposal for a new $1.7B jail facility, and are working on a ballot initiative to expand mass transit and create economic opportunity. They plan to have 80,000 conversations with voters in the 12 weeks leading up to the election.",https://faithinaction.org/federation/faith-in-indiana/,https://secure.actblue.com/donate/act-indiana-1?refcode=crush2020,https://wp.movement.vote/wp-content/uploads/faithinaction-250x250.jpeg,"Economic Justice, End Mass Criminalization, Immigrant Rights, Racial Justice"
Hoosier Action,IN,"Hoosier Action is owned and led by its members and based in Bloomington. They aim to move the state from scarcity to abundance, from isolation to community, and from despair into action. They’re doing this by building organized mass political power in communities across the state, and taking on fundamental economic, justice, and democracy issues.",https://www.hoosieraction.org/,,https://wp.movement.vote/wp-content/uploads/HoosierAction_logo-250x250.jpg,"Economic Justice, Racial Justice, Voting Rights"
Great Plains Action Society,IA,"Great Plains Action Society (formerly Indigenous Iowa) is a collective of Indigenous organizers in the Great Plains of Turtle Island, situated between the Rocky Mountains and the Mississippi River and stretching from the Northern Tundra to the Gulf of Mexico. Great Plains Action Society is a Native led collective organizing for progressive indigenous civic engagement, base building and voter registration through mobilizing people to vote based on ecological and ancestral boundaries.",https://www.greatplainsaction.org/,,https://wp.movement.vote/wp-content/uploads/GPAS-Logo-Black-Web-e1593718865924-250x250.png,"Climate / Environment, Economic Justice, Racial Justice"
Iowa Citizens for Community Improvement & Action Fund,IA,"This affiliate of People’s Action has 3,500 dues paying members, 16 staffers, and a growing civic engagement program turning out mostly Latino and African American voters. They also have a strong base of white working class Iowans in the Des Moines metro and rural areas. The Iowa CCI Action Fund targets State House & State Senate races that determine control of the Legislature.",http://iowacci.org/,https://secure.actblue.com/contribute/page/mvmt-ia-iowa-citizens-for-community-improvement-c4?refcode=crush2020,https://wp.movement.vote/wp-content/uploads/IowaCitizensforCommunity-Improvement-logo-250x250.jpg,"Climate / Environment, Economic Justice, Racial Justice"
Iowa Student Action,IA,"Iowa Student Action is a diverse movement of young people facing a crisis and courageously organizing their communities and campuses across the state for a new economy and world that works for the many. They are using direct action, electoral work, narrative building, and storytelling to push elected officials to fully fund higher education. They are also organizing for education access for all including undocumented and formerly incarcerated students. They are are a branch of People’s Action.",https://www.facebook.com/IowaStudentAction/,https://secure.actblue.com/donate/iowa-citizens-for-community-improvement-action-fund-1?refcode=crush2020,https://wp.movement.vote/wp-content/uploads/IowaStudentAction-logo-250x250.jpg,"Economic Justice, Education, Immigrant Rights"
Loud Light,KS,"Loud Light engages, educates, and empowers individuals from underrepresented populations to build community power that has an impact on decision makers. Loud Light is focused on increasing youth turn out so that the center of the Kansas electorate shifts and Millennials become the decisive factor in elections near college campuses. They educate and energize students to not only register and turn out to vote, but to actively engage their government and community as well.",https://www.loudlight.org,https://www.loudlight.org/donate/?refcode=crush2020,https://wp.movement.vote/wp-content/uploads/Loud-250x250.png,"Climate / Environment, Economic Justice, Immigrant Rights, LGBTQ, Racial Justice, Reproductive Justice, Voting Rights"
Rural Organizing,KS,"Rural Organizing has a mission to rebuild a rural America that is empowered, thriving, and equitable for all. Their grassroots network of rural organizers, activists, elected officials and candidates for office are the heart and soul of their work. Rural Organizing uses smart communications and strategic distributive organizing to empower rural progressives and develop, pass, and implement policy platforms needed to rebuild small towns across America.",https://ruralorganizing.org/,,https://wp.movement.vote/wp-content/uploads/rural-organizing-250x250.jpg,
Sunflower Community Action,KS,"A state-wide grassroots organization in Wichita made up of working families united for dignity, racial, and economic equity. Through their multi-generational members, they are holding decision-makers accountable and seeking long-term solutions through civic engagement, actions that improve air quality and mobilizations in defense of immigrants.",http://sunfloweract.org/,,https://wp.movement.vote/wp-content/uploads/SunflowerCommunityAction-logo-250x250.jpg,"Economic Justice, Immigrant Rights, Racial Justice"
Kentuckians for the Commonwealth,KY,"A grassroots organization of 10,000 folks from rural areas and small towns of all income levels and ages all over Kentucky working towards a better state with a scale to run a major c4 vote program. Their work relates to issues about coal and water, the transition to a sustainable economy, economic justice, voting rights, and racial justice. They are mobilizing voters for the November elections.",http://kftc.org,,https://wp.movement.vote/wp-content/uploads/KentuckiansForTheCommonwealth_logo-250x250.jpg,"Climate / Environment, Economic Justice, Healthcare, Racial Justice, Voting Rights"
Louisiana Progress,LA,A feisty multi-issue group that is working in coalition with several groups.,http://www.louisianaprogress.org/,,https://wp.movement.vote/wp-content/uploads/LouisianaProgress-logo-250x250.jpg,"Climate / Environment, Economic Justice, Racial Justice"
Power Coalition,LA,"An exciting new power-building alliance of community organizing groups in Louisiana, anchored by Friends and Families of Louisiana’s Incarcerated Children, Jeremiah Group, VAYLA, Louisiana Budget Project, VOTE, Women with a Vision, Louisiana Bucket Brigade, Stand With Dignity at the New Orleans Workers’ Center for Racial Justice, and SEIU Local 21LA.",https://www.facebook.com/PowerCoalition/,,https://wp.movement.vote/wp-content/uploads/PowerCoalition-logo-250x250.jpg,"Climate / Environment, Economic Justice, Racial Justice, Voting Rights"
The Micah Project,LA,"PICO-affiliate in New Orleans. Focused on mass incarceration, recently helped defeat racist prosecutor in Caddo County.",http://micahpico.org,,https://wp.movement.vote/wp-content/uploads/TheMicahProject-logo-250x250.jpg,Economic Justice
V.O.T.E. (Voice of the Experienced),LA,"A small but potent group that organizes Louisiana prisoners, ex-offenders and their families to vote and organize for change.",http://www.vote-nola.org/,,https://wp.movement.vote/wp-content/uploads/VOTE-logo-250x250.jpg,"Economic Justice, Racial Justice"
Maine People’s Alliance  / Maine People's Resource Center,ME,"Maine People’s Alliance / Maine People’s Resource Center is a group with over 32,000 members, over 9,000 volunteers and 35+ staff, MPA is transforming Maine through: a grassroots outreach program that makes face-to-face contact with 100,000-150,000 households annually, community organizing with constituencies across lines of class and race and robust communications through MaineBeacon.com, which regularly engages over 100,000 readers online. MPA is working to advance a host of progressive legislative campaigns, and a grassroots campaign to educate Mainers about the voting record of US Senator Collins that will reach over 100,000 Mainers.",,https://secure.actblue.com/donate/maine-people-s-alliance-1?refcode=crush2020,https://wp.movement.vote/wp-content/uploads/MainePeoplesAlliance-logo-250x250.jpg,"Climate / Environment, Economic Justice, Education, End Mass Criminalization, Healthcare, Immigrant Rights, LGBTQ, Racial Justice, Religious Freedom, Reproductive Justice, Voting Rights"
Maine Votes,ME,"Maine Votes is the state’s America Votes affiliate, and leads Maine’s strongest coalition of political organizations. MV coordinates the coalition’s shared, year-round electoral and advocacy strategy. Maine Voices Network is the State Voices affiliate, coordinating and supporting the work of the state’s non-partisan civic engagement organizations. All contributions to Maine Voices/Maine Votes through MVP will go to the Immigrant-Led Voter Engagement Project, a coordinated, statewide strategy for mobilizing voters from Maine’s immigrant and communities of color, and the development of local immigrant-led groups’ capacity to carry out that strategy.",,https://secure.actblue.com/donate/mvp-maine-votes?refcode=crush2020,https://wp.movement.vote/wp-content/uploads/america-votes-logo-250x250.jpg,"Climate / Environment, Economic Justice, Healthcare, Immigrant Rights, Racial Justice, Reproductive Justice, Voting Rights"
Casa De Maryland / Casa in Action,MD,"The major Latino and immigrant rights organization in Maryland and a national model, providing a range of services and organizing for immigration reform and economic justice. They run significant voter turnout operations, and are affiliates of the Center for Popular Democracy expanding into Virginia and Pennsylvania. They were instrumental in getting the state’s DREAM Act passed and winning the referendum on it .",http://wearecasa.org,https://secure.actblue.com/contribute/page/mvmt-md-casa-in-action-c4?refcode=crush2020,https://wp.movement.vote/wp-content/uploads/CASAMaryland-logo-250x250.jpg,"Economic Justice, Immigrant Rights"
Maryland Working Families Party,MD,The state’s Working Families affiliate is an independent political organization bringing together major community and labor organizing groups to fight for economic justice in the streets and at the ballot box.,http://workingfamilies.org/states/maryland/,https://secure.actblue.com/contribute/page/mvmt-md-maryland-working-families-party-c4?refcode=crush2020,https://wp.movement.vote/wp-content/uploads/MarylandWorkingFamilies-logo-250x250.jpg,Economic Justice
Progressive Maryland,MD,"A major progressive organization in the state and affiliate of People’s Action, they combine grassroots base-building and a coalition structure that boasts over 120,000 members and supporters. They engage in high quality vote work and campaigns for economic, racial, and environmental justice.",http://www.progressivemaryland.org,,https://wp.movement.vote/wp-content/uploads/ProgressiveMaryland-logo-250x250.jpg,"Climate / Environment, Economic Justice, Racial Justice"
Chinese Progressive Association,MA,"The leading organizing force in the state’s Chinese community. CPA won Chinese and Vietnamese bilingual ballots in Boston, and is leading the new statewide Asian and Pacific Islanders Civic Action Network (APIs CAN!). Its 501c4 affiliate is an anchor of Right to the City VOTE, which is a coalition led by communities of color building citywide power in Boston.",http://cpaboston.org/,,https://wp.movement.vote/wp-content/uploads/ChineseProgressiveAssociation-logo-250x250.jpg,"Immigrant Rights, Racial Justice"
Coalition for Social Justice (CSJ) / Education Fund,MA,"For over 20 years CSJ has built a grassroots movement for economic justice, rooted in low-income communities and communities of color that have been excluded from the economic benefits of the current system. They recruit and develop leaders from low-income backgrounds and organize effective campaigns to address the economic survival issues that members face. Direct action, advocacy, and vote work are all used to advance their issues and hold elected officials accountable.",http://coalitionforsocialjustice.org/,https://secure.actblue.com/contribute/page/mvmt-ma-coalition-for-social-justice-c4?refcode=crush2020,https://wp.movement.vote/wp-content/uploads/CoalitionforSocialJustice-logo-250x250.jpg,Economic Justice
Jetpac,MA,"Jetpac (Justice Education Technology Political Advocacy Center) seeks to build a strong American Muslim political infrastructure and increase our community’s influence and engagement. Our philosophy of change is rooted in a community-based approach, grassroots mobilization, civics training, and technology application.",https://www.jet-pac.com,,https://wp.movement.vote/wp-content/uploads/jetpac_logo-250x250.jpg,"Economic Justice, Immigrant Rights, Racial Justice, Voting Rights"
